ProductID,Category,Brand,CostPrice,SellingPrice,Weight,SupplierID
P855763,Books,AmazonBasics,41.08,66.71,13.46,S17319
P832571,Sports,Adidas,47.19,93.66,32.19,S195
P452226,Electronics,IKEA,103.42,194.47,0.31,S18450
P961321,Home & Garden,Nike,223.11,406.58,28.26,S18070
P976733,Books,Unknown,181.35,232.53,19.57,S5123
P292033,Clothing,Adidas,143.78,262.6,14.52,S18775
P599078,Home & Garden,Sony,214.08,392.86,45.16,S14796
P587524,Sports,Nike,132.89,200.25,0.86,S5126
P143227,Books,AmazonBasics,330.99,552.77,1.71,S11903
P325734,Home & Garden,Sony,207.46,280.94,1.51,S13259
P434893,Sports,AmazonBasics,409.99,673.78,30.1,S10097
P919436,Toys,Adidas,230.39,415.17,17.51,S8493
P599384,Sports,IKEA,443.98,873.81,18.78,S17497
P72482,Electronics,Sony,105.66,186.96,35.46,S817
P434422,Sports,Nike,115.68,196.36,4.35,S1666
P391830,Clothing,AmazonBasics,426.14,621.19,14.77,S55
P913542,Toys,IKEA,141.69,180.82,15.8,S11858
P310543,Toys,Sony,399.29,560.97,5.81,S37
P613452,Sports,Samsung,443.95,887.32,14.23,S18878
P678506,Sports,Samsung,258.86,458.64,7.61,S19708
P467336,Home & Garden,Unknown,111.36,211.8,2.95,S7318
P535116,Electronics,Samsung,170.72,241.81,24.18,S18802
P338662,Sports,AmazonBasics,217.98 GBP,308.9,15.59,S7114
P347528,Sports,Nike,316.05,468.59,33.7,S11207
P225804,Toys,Samsung,66.48,132.88,6.41,S9003
P454793,Home & Garden,IKEA,262.14,484.16,16.96,S4315
P245181,Electronics,IKEA,186.12,368.82,32.51,S8701
P921761,Electronics,Sony,235.12,469.92,15.78,S4701
P836031,Clothing,Adidas,26.09,51.29,11.68,S18334
P550210,Clothing,Adidas,292.11,515.14,18.12,S9107
P437955,Sports,IKEA,111.31,220.56,39.97,S10482
P808976,Home & Garden,AmazonBasics,315.33,521.01,19.64,S7070
P660714,Clothing,IKEA,495.42,717.27,NULL,S15637
P85438,Toys,Samsung,84.23,167.5,14.89,S8769
P253796,Books,Samsung,442.33,745.9,26.02,S283
P308695,Toys,Samsung,274.87,404.92,29.38,S14120
P312218,Books,AmazonBasics,435.35,607.48,46.53,S325
P298774,Sports,Unknown,130.94,213.15,1.85,S17710
P230889,Toys,IKEA,136.28,254.85,23.85,S2035
P502613,Electronics,IKEA,217.98,303.62,7.12,S18855
P993450,Toys,Sony,70.75,136.66,40.22,S19598
P521759,Home & Garden,Unknown,316.53,606.66,1.13,S18954
P199997,Home & Garden,Sony,124.0,239.91,2.29,S11634
P677301,Books,Nike,458.61,689.08,35.89,S15089
P769649,Books,Nike,347.83,529.93,28.4,S4577
P295354,Sports,Adidas,465.32,569.8,26.93,S3911
P149975,Toys,Samsung,215.86,336.04,6.33,S8871
P803516,Home & Garden,Unknown,92.29,144.83,1.96,S9426
P837486,Clothing,Sony,245.48,389.96,19.63,S5624
P971584,Electronics,Nike,474.12,578.21,14.06,S11639
P660142,Toys,Adidas,179.59,345.84,43.44,S2466
P232835,Clothing,Adidas,227.3,440.72,33.34,S6999
P51349,Electronics,Sony,286.92,360.11,2.06,S9893
P151678,Clothing,IKEA,424.31,737.78,9.74,S3837
P545018,Toys,Samsung,87.36,137.86,NULL,S6291
P643957,Books,Unknown,211.84,327.17,16.65,S17708
P345800,Electronics,AmazonBasics,16.76,29.26,0.26,S7492
P8130,Books,IKEA,163.61,270.01,28.65,S13638
P32896,Home & Garden,Sony,28.19,42.95,4.71,S17133
P271545,Toys,IKEA,271.75,406.74,17.9,S17442
P465196,Toys,Unknown,300.43,528.8,45.82,S12856
P672243,Electronics,Nike,359.42,481.99,35.15,S13933
P210178,Clothing,Sony,400.32,674.19,0.15,S9382
P500537,Electronics,Adidas,460.8,700.76,39.26,S6244
P232058,Toys,Samsung,189.07,308.46,16.54,S19728
P309099,Home & Garden,Samsung,398.66,499.6,45.81,S11638
P466081,Books,Adidas,350.11,427.67,12.13,S2825
P987802,Home & Garden,Sony,157.63,263.68,39.19,S213
P727600,Electronics,Unknown,404.55,729.07,2.24,S1165
P937217,Toys,Nike,468.43,598.37,6.56,S18258
P368186,Sports,Samsung,472.77,683.98,4.57,S18206
P673164,Sports,Unknown,114.01,197.05,30.1,S14415
P843650,Clothing,IKEA,325.66,606.39 GBP,10.13,S2854
P178561,Home & Garden,Samsung,441.1,-723.13,15.22,S11942
P578061,Clothing,IKEA,71.45,119.95,NULL,S2592
P197735,Books,Sony,498.72,946.42,31.65,S5655
P804925,Electronics,<b>IKEA</b>,128.46,207.99,3.74,S7614
P656918,Toys,Adidas,105.68,142.44,39.73,S14379
P425769,Home & Garden,Adidas,355.39,560.56,49.97,S19788
P72333,Books,AmazonBasics,484.07,707.64,39.73,S19786
P341400,Clothing,AmazonBasics,392.39,645.24,7.81,S1752
P644963,Sports,AmazonBasics,55.31,83.51,42.2,S8557
P94478,Electronics,AmazonBasics,427.4,715.02,21.23,S5913
P471525,Clothing,AmazonBasics,280.12,344.98,21.41,S8555
P669271,Clothing,Samsung,346.19,565.54,39.54,S6495
P721148,Toys,Adidas,166.04,211.13,1.45,S10496
P667075,Electronics,IKEA,170.5,332.41,44.0,S8935
P145248,Sports,,357.81,549.8,0.95,S3334
P1994,Toys,Unknown,121.06,216.48,20.05,S8827
P246003,Toys,Adidas,132.07,258.21,14.99,S15050
P182183,Clothing,Nike,75.44,129.0,8.29,S16920
P746587,Sports,IKEA,232.04,336.78,42.56,S14862
P913084,Toys,Adidas,425.22,639.28,8.13,S19617
P815289,Clothing,Samsung,159.07,213.12,23.22,S1538
P597073,Sports,Samsung,373.99,497.95,10.64,S2860
P33158,Electronics,AmazonBasics,110.78,198.64,22.42,S13408
P416602,Books,Samsung,15.57,20.1,5.9,S17554
P724314,Home & Garden,IKEA,194.8,300.23,30.92,S5621
P235745,Electronics,Nike,7.0,9.25,9.45,S14417
P52050,Electronics,Adidas,388.24,535.69,11.17,S278
P938669,Clothing,AmazonBasics,440.36,820.28,4.21,S14212
P309903,Toys,Samsung,178.26,308.16,10.65,S13803
P930584,Sports,Unknown,19.01,31.89,3.81,S13441
P889161,Clothing,Nike,263.29,506.44,42.95,S10415
P434066,Clothing,Sony,369.39,639.89,30.41,S8495
P296647,Clothing,Nike,347.23,422.98,10.91,S896
P393325,Sports,Sony,498.14,879.37,16.09,S14358
P766527,Books,Sony,483.31,817.02,8.56,S10635
P970660,Home & Garden,Samsung,47.47,58.29,14.92,S15358
P928094,Clothing,Nike,421.81,824.75,6.35,S18607
P84250,Electronics,Nike,379.56,495.1,38.12,S2428
P682730,Clothing,Samsung,408.36,746.87,17.01,S12642
P719225,Sports,AmazonBasics,5.74,11.06,32.77,S2176
P639905,Electronics,N/A,96.52,166.96,36.42,S1041
P889201,Sports,IKEA,412.78,536.14,7.63,S7473
P838680,Clothing,Nike,167.94,279.05,34.15,S8403
P796753,Home & Garden,<b>Adidas</b>,243.66,451.55,28.53,S2787
P616368,Sports,Unknown,57.6,112.74,44.13,S4729
P362568,Toys,Unknown,327.95,576.72,36.03,S15296
P455062,Books,Samsung,192.49,234.49,24.07,S9330
P779408,Electronics,AmazonBasics,474.56,821.38,5.62,S70
P282494,Clothing,AmazonBasics,27.6,49.01,27.93,S5992
P777580,Clothing,Samsung,157.16,248.54,,S18985
P614134,Home & Garden,Adidas,324.94,622.12,5.82,S1664
P337154,Electronics,Nike,356.95,433.89,11.54,S3527
P662230,Toys,Sony,167.26,283.51,48.28,S2436
P528853,Clothing,Samsung,424.7,778.78,16.42,S6285
P612340,Books,Sony,60.13,77.89,32.65,S5229
P699696,Sports,AmazonBasics,221.13,385.22,23.78,S9532
P728149,Books,IKEA,70.09,93.93,7.1,S9132
P261193,Clothing,AmazonBasics,210.58,292.93,43.36,S7039
P579747,Electronics,IKEA,424.23,533.55,3.56,S14376
P591090,Sports,AmazonBasics,359.37,560.86,31.89,S6011
P26001,Home & Garden,Unknown,204.58,350.34,9.49,S12687
P351945,Toys,Sony,429.84,806.69,2.58,S1210
P785478,Electronics,Sony,214.6,263.79,43.77,S4527
P231677,Books,Samsung,169.57,281.61,27.86,S10069
P299820,Clothing,Unknown,49.29,88.05,28.26,S10482
P912875,Sports,Sony,453.74,827.07,33.37,S3220
P271354,Clothing,Nike,290.25,521.56,16.36,S18116
P843859,Electronics,Adidas,53.41,93.54,43.51,S14580
P573084,Sports,Unknown,328.75,433.75,47.05,S7604
P979759,Clothing,Sony,464.25,801.14,37.82,S17551
P242736,Clothing,Sony,400.73,776.54,41.28,S3216
P233949,Toys,Sony,258.35,331.42,46.24,S5319
P895770,Clothing,Nike,57.79,80.91,28.07,S9970
P564059,Books,IKEA,161.38,284.51,47.6,S19149
P443893,Toys,AmazonBasics,118.61,191.45,37.81,S11091
P569591,Books,Adidas,199.04,256.87,34.6,S11311
P704214,Books,Sony,390.98,557.45,27.79,S19909
P479715,Books,Adidas,321.33,491.77,,S5082
P546917,Toys,IKEA,86.79,105.52,20.16,S4372
P949469,Clothing,Unknown,212.39,296.55,11.59,S187
P177991,Electronics,Sony,175.12,229.02,25.29,S11602
P544239,Toys,Unknown,130.13,179.89,41.48,S600
P813164,Toys,AmazonBasics,241.51,401.12,17.74,S16980
P293658,Sports,Adidas,252.07,500.61,22.07,S1781
P38455,Books,Adidas,440.61,709.03,42.02,S11251
P284513,Sports,Unknown,424.29,804.0,18.59,S14222
P230217,Electronics,Nike,193.64,333.22,2.46,S14400
P578804,Home & Garden,N/A📱💻,68.5,93.4,9.94,S1371
P717893,Electronics,Adidas,155.08,231.75,42.2,S14933
P336972,Sports,Unknown,220.82,377.65,37.0,S12005
P442833,Sports,Adidas,426.12,798.65,39.32,S13408
P769718,Toys,Unknown,344.5,537.2,42.64,S18996
P168999,Clothing,Sony,432.65,520.94,44.08,S16940
P137730,Electronics,Samsung,362.0,636.64,46.48,S14488
P970088,Books,Unknown,393.4,499.39,31.73,S9578
P543552,Toys,AmazonBasics,299.23,388.95,2.81,S14483
P759688,Sports,Samsung,273.64,339.03,,S11488
P189545,Sports,Adidas,359.53,496.72,47.13,S7108
P752936,Home & Garden,IKEA,55.03,80.37,23.99,S6369
P174954,Toys,Unknown,177.57,-230.85,3.84,S1488
P116826,Books,AmazonBasics,366.58,719.6,38.46,S12645
P876934,Books,Sony,452.51,853.87,5.05,S6802
P705656,Clothing,IKEA,354.0,543.71,25.12,S17638
P396728,Home & Garden,Samsung,41.91,64.19,26.16,S3025
P573987,Toys,Sony,203.85,291.56,41.6,S670
P120748,Toys,Sony,23.58,44.77,1.2,S16622
P568877,Sports,IKEA,289.65,368.68,-,S4846
P883635,Toys,Nike,138.68,231.76,9.32,S16580
P327748,Books,Adidas,75.07,141.46,25.0,S4067
P60503,Sports,Unknown,297.35,408.35,42.29,S4441
P114111,Clothing,IKEA,283.94,418.62,23.85,S11808
P555111,Books,Samsung,350.03,454.73,13.58,S11161
P257724,Sports,Nike,94.46,165.13,13.22,S2935
P769109,Books,IKEA,458.65,825.18,12.59,S10033
P617226,Home & Garden,Nike,38.44,61.61,9.51,S32
P135181,Sports,Samsung,102.55,127.61,5.09,S19539
P323700,Sports,Samsung,248.49,374.56,6.28,S1646
P922209,Home & Garden,Adidas,205.82,265.39,49.03,S15599
P862504,Home & Garden,Nike,109.23,155.59,Unknown,S16914
P2605,Clothing,Unknown,35.17,66.87,7.98,S17346
P386816,Clothing,Samsung,61.64,105.86,22.94,S19458
P160122,Electronics,Samsung,234.0,361.97,44.02,S653
P314340,Electronics,<b>AmazonBasics</b>,473.89,889.22,4.78,S17341
P196645,Sports,Sony,407.42,593.82,47.87,S14092
P669960,Home & Garden,-,466.4,579.24,37.23,S976
P909332,Electronics,IKEA,240.63,344.96,42.6,S4486
P530625,Books,AmazonBasics,327.25,503.56,44.86,S7710
P625805,Toys,AmazonBasics,447.76,607.92,38.5,S11986
P250175,Toys,Nike,279.08,394.86,30.95,S16663
P647218,Electronics,Nike,342.13,544.35,19.89,S12715
P106943,Home & Garden,Adidas,62.1,86.68,14.98,S14679
P140837,Toys,AmazonBasics,281.31,544.38,23.85,S953
P528628,Sports,Sony,269.15,435.98,19.51,S16442
P325956,Electronics,N/A,333.28,447.52,2.57,S12083
P9978,Home & Garden,IKEA,228.9,456.62,12.41,S13046
P932750,Electronics,Samsung,284.21,567.95,16.1,S5867
P663242,Electronics,AmazonBasics,303.7,598.24,16.46,S4855
P400495,Books,Unknown,353.54,624.92,12.65,S16163
P6466,Books,Adidas,499.05,974.88,22.18,S5746
P722479,Home & Garden,Unknown,463.53,764.02,47.9,S9449
P536003,Clothing,Sony,222.61,419.66,17.03,S18916
P184826,Electronics,IKEA,464.27,622.94,13.03,S9397
P901051,Electronics,Adidas,198.4,254.63,40.51,S1226
P936480,Sports,Samsung,58.86,84.44,39.69,S16859
P192330,Books,AmazonBasics,37.54,63.28,7.92,S9552
P218242,Sports,IKEA,289.59,449.05,27.85,S16049
P112282,Electronics,IKEA,55.16,97.14,34.67,S6575
P658586,Books,Adidas,334.88,625.81,5.48,S16306
P104320,Electronics,Nike,477.44,784.91,21.21,S18632
P510283,Clothing,AmazonBasics,86.22,125.58,35.45,S19107
P871825,Home & Garden,Sony,52.79,102.66,34.58,S535
P338548,Sports,Unknown,214.25,318.66,47.31,S17910
P729399,Home & Garden,Unknown,480.86,803.27,12.8,S927
P298957,Books,IKEA,248.91,348.58,44.77,S12741
P417124,Toys,Samsung,76.16,149.3,,S5254
P93518,Books,Adidas,237.93,447.13,34.28,S15144
P673205,Sports,AmazonBasics,447.01,550.75,43.9,S13012
P374916,Books,AmazonBasics,457.98,638.02,38.75,S18064
P275587,Toys,Sony,5.14,7.5,10.45,S16838
P659109,Electronics,,24.51,34.08,2.85,S12039
P551805,Sports,Sony,381.32,519.53,40.22,S4452
P42067,Electronics,Adidas,376.88,714.01,1.33,S14727
P716535,Sports,IKEA,377.45,706.75,38.87,S2917
P863989,Clothing,Samsung,10.37,18.47,26.07,S18971
P508310,Home & Garden,AmazonBasics,260.98,445.09,22.37,S6486
P444961,Home & Garden,AmazonBasics,387.1,687.07,3.31,S8715
P966862,Home & Garden,Adidas,344.55,515.98,19.45,S15064
P806310,Toys,Nike,447.03,626.32,35.76,S18835
P592454,Toys,Adidas,361.96,One Hundred,-,S7818
P200344,Sports,Sony,489.07,677.06,45.99,S3089
P458994,Electronics,Samsung,42.8,79.38,10.1,S13182
P569685,Electronics,AmazonBasics,49.49,91.64,15.46,S10399
P810617,Toys,Adidas,398.92,685.36,4.01,S14342
P538889,Clothing,Nike,343.1,616.8,20.01,S2376
P721641,Toys,Sony,452.39,650.86,2.93,S13321
P420950,Clothing,AmazonBasics,99.62,175.03,42.12,S17233
P297844,Books,Sony,228.42,302.67,36.16,S17299
P295734,Toys,Adidas,162.61,256.05,17.77,S4931
P960171,Books,Nike,379.07,562.86,40.24,S3580
P121700,Books,IKEA,28.54,36.45,2.31,S7881
P915491,Clothing,Unknown,217.01,332.01,22.7,S4784
P922356,Toys,IKEA,312.06,560.99,30.17,S1108
P735526,Toys,Sony,493.46,752.37,22.56,S1714
P975570,Electronics,Unknown,339.74,634.31,6.21,S2741
P518220,Home & Garden,Samsung,240.21,392.26,28.91,S5055
P918809,Sports,Sony,319.02,612.34,28.0,S8841
P68411,Electronics,Samsung,21.25,30.84,32.62,S105
P686537,Sports,Adidas,298.74,376.91,1.39,S9403
P279764,Electronics,AmazonBasics,72.93,101.79,24.74,S19245
P8321,Books,AmazonBasics,320.03,490.28,46.45,S3985
P299148,Sports,Nike,31.78,49.8,19.66,S14439
P568807,Sports,Adidas,389.61,643.07,33.28,S12429
P38251,Electronics,AmazonBasics,152.73,270.97,1.59,S13164
P275115,Toys,Samsung,269.0,411.85,16.99,S4162
P90091,Sports,Sony,413.17,648.38,4.43,S17056
P73247,Toys,AmazonBasics,15.97,23.95,47.88,S13639
P653773,Electronics,Samsung,N/A,193.05,18.28,S13918
P855358,Electronics,AmazonBasics,389.09,680.22,25.02,S11738
P888243,Toys,Samsung,99.11,150.27,25.65,S17655
P78790,Home & Garden,Unknown,385.58,735.53,35.67,S4413
P956098,Home & Garden,Nike,307.48,541.82,19.36,S10618
P388729,Toys,AmazonBasics,226.32,379.2,12.36,S18485
P512707,Sports,Samsung,272.65,350.01,5.27,S11285
P690543,Toys,Nike,353.95,634.19,16.04,S16022
P472261,Clothing,Adidas,104.26,153.07,28.61,S9818
P582486,Clothing,IKEA,335.34,430.54,34.52,S18857
P951924,Home & Garden,Samsung,75.08,113.69,19.52,S9547
P354129,Sports,<b>IKEA</b>,22.55,44.43,20.11,S3095
P699766,Toys,Nike,258.32,454.8,-,S8779
P857186,Clothing,AmazonBasics,310.72,455.73,38.85,S5124
P448791,Clothing,IKEA,344.99,616.55,47.42,S3245
P775436,Electronics,Sony,348.84,430.41,30.52,S5419
P166928,Sports,Adidas,465.31,696.59,18.54,S19797
P240697,Books,IKEA,220.06,421.03,-,S18701
P74459,Sports,Samsung,319.76,633.76,36.28,S2233
P749388,Home & Garden,Unknown,183.23,349.04,15.32,S2838
P875331,Toys,Samsung,107.17,139.62,18.05,S14983
P756458,Electronics,IKEA,343.23,425.82,11.9,S8444
P498576,Clothing,Adidas,84.13,131.28,10.79,S1239
P567996,Toys,AmazonBasics,37.97,57.79,22.21,S14810
P504242,Electronics,Samsung,283.56,523.65,27.35,S13197
P751006,Electronics,Adidas,233.83,307.56,14.98,S6195
P235087,Clothing,AmazonBasics,443.88,884.67,45.9,S7341
P419501,Books,IKEA,201.54,270.77,43.72,S15483
P354971,Home & Garden,IKEA,104.1,132.89,44.63,S6114
P277536,Electronics,Adidas,252.46,462.54,15.99,S7310
P413200,Clothing,AmazonBasics,122.08,224.42,19.92,S9503
P705383,Sports,Nike,483.48,911.91,36.58,S19501
P764644,Toys,Adidas,76.18,101.38,3.19,S7992
P105406,Books,Sony,234.93,416.59,20.33,S8668
P827794,Electronics,Unknown,29.51,53.38,28.69,S1723
P342281,Home & Garden,IKEA,288.76,402.34,38.63,S5726
P930493,Home & Garden,IKEA,110.18,153.81,1.88,S16505
P566076,Toys,Unknown,153.61,196.2,26.01,S5888
P257632,Electronics,Samsung,496.28,880.74,37.24,S15771
P495704,Sports,Sony,417.12,585.9,11.19,S8559
P359434,Sports,Sony,394.51,675.72,38.99,S17534
P486478,Electronics,Samsung,429.26,603.97,32.39,S635
P183767,Home & Garden,Adidas,230.15,438.17,44.53,S6240
P934845,Sports,Sony,214.8,406.97,11.48,S10275
P271613,Home & Garden,Adidas,55.42,89.91,43.39,S1192
P728974,Electronics,Unknown,286.68,423.22,25.45,S1715
P555631,Electronics,Adidas,301.77,524.96,2.65,S2067
P273037,Electronics,AmazonBasics,339.88,501.05,44.82,S1126
P882096,Books,Sony,309.65,475.12,31.01,S1188
P949041,Home & Garden,Unknown,422.41,727.31,2.31,S6913
P980113,Clothing,Sony,285.16,382.25,12.65,S14328
P751053,Electronics,IKEA📱💻,338.11,470.84,26.25,S1005
P267998,Electronics,Adidas,493.09,677.87,41.86,S12142
P203977,Clothing,IKEA,402.84,736.94,0.8,S13953
P769905,Clothing,Nike,226.18,438.73,2.64,S2598
P971050,Toys,Nike,410.01,726.21,9.39,S9165
P851448,Sports,Nike,242.9,483.39,35.59,S15061
P345106,Toys,AmazonBasics,80.01,149.8,29.46,S16428
P302764,Books,Samsung,384.35,481.59,20.18,S153
P224604,Books,Nike,30.0,50.18,3.68,S10060
P447966,Sports,Nike,475.57,610.36,25.48,S5637
P834451,Sports,IKEA,360.03,621.42,16.68,S8354
P67355,Electronics,Adidas,434.46,641.99,12.73,S14854
P709635,Sports,Samsung,137.95,183.36,36.5,S4470
P119497,Electronics,AmazonBasics,208.46,406.98,12.51,S7509
P620105,Sports,IKEA,20.21,33.91,25.21,S16534
P161925,Toys,Unknown,33.82,63.42,41.42,S19337
P813878,Toys,<b>Nike</b>,143.02,231.48,4.73,S18926
P861741,Books,AmazonBasics,367.01,564.61,8.92,S13090
P942926,Toys,IKEA,422.53,670.15,34.67,S13464
P424451,Books,Nike,66.99,116.87,12.31,S10346
P655086,Home & Garden,Nike,97.59,145.82,,S9353
P948745,Books,AmazonBasics,404.79,808.72,,S6559
P388232,Home & Garden,IKEA,112.64,177.17,31.52,S19038
P444123,Clothing,Samsung,197.01,307.08,34.87,S3806
P31144,Sports,Nike,443.75,848.81,3.78,S11623
P614187,Home & Garden,Adidas,186.82,235.33,18.02,S1396
P215530,Electronics,Unknown,34.19,50.23,3.14,S2217
P975993,Home & Garden,Samsung,117.71,206.53,45.39,S17662
P918509,Clothing,IKEA,166.27,291.22,2.88,S446
P163692,Clothing,IKEA,365.23,684.45,29.8,S9164
P523113,Clothing,Sony,388.21,480.77,26.56,S8191
P989251,Sports,Sony,43.53,75.25,49.82,S3042
P285543,Sports,IKEA,356.08,640.66,3.77,S8274
P899026,Electronics,Unknown,365.29,624.03,38.62,S7057
P385848,Toys,Sony,164.54,270.71,37.23,S18263
P32175,Clothing,Samsung,410.01,681.64,1.68,S6994
P736825,Home & Garden,AmazonBasics,117.94,199.2,4.63,S1119
P604813,Toys,Nike,382.4,546.34,15.64,S19595
P645440,Electronics,Adidas,89.04,144.4,2.71,S12750
P766310,Clothing,Nike,398.58,628.67,12.42,S1899
P366191,Toys,Adidas,225.35,450.13,44.89,S2976
P913949,Books,Samsung,287.26,410.87,3.82,S10704
P961588,Home & Garden,AmazonBasics,474.23,713.91,6.04,S10554
P176666,Clothing,-,374.46,524.79,42.18,S13753
P146009,Electronics,Sony,427.8,677.39,48.58,S15261
P636776,Electronics,IKEA,64.13,116.35,4.6,S8397
P222985,Sports,Sony,373.76,539.08,22.65,S16516
P598620,Clothing,IKEA,25.96,50.43,41.21,S17138
P585034,Clothing,Nike,449.55,827.1,26.87,S7728
P868280,Sports,IKEA,461.97,825.81,29.44,S7231
P53773,Toys,IKEA,226.62,311.31,6.79,S2948
P834662,Home & Garden,Samsung,218.6,336.38,46.09,S56
P911165,Toys,Unknown,420.94,811.75,45.1,S4333
P378207,Home & Garden,Unknown,35.57,58.22,22.15,S12267
P19885,Home & Garden,AmazonBasics,222.43,384.52,30.92,S3585
P87715,Toys,Nike,356.63,437.84,21.73,S888
P134576,Home & Garden,Sony,284.37,429.91,15.67,S819
P373813,Toys,Sony,306.42,482.29,21.71,S5209
P413810,Electronics,Unknown,142.7,199.43,N/A,S6664
P197524,Clothing,Adidas,426.22,578.56,44.79,S16561
P92699,Clothing,IKEA,485.71,715.49,1.39,S12399
P971385,Clothing,Nike,260.43,481.78,12.65,S10082
P842109,Home & Garden,IKEA,117.72,201.2,46.37,S653
P594108,Toys,Samsung,352.29,529.15,48.4,S12529
P695313,Clothing,Adidas,143.59,279.55,14.15,S13104
P606165,Toys,Unknown,68.51,125.04,28.78,S12169
P948016,Toys,Nike,348.64,470.62,1.29,S18834
P553794,Clothing,Samsung,14.81,21.4,21.29,S11173
P936936,Books,Sony,172.09,233.67,41.42,S1032
P94796,Books,Unknown,261.59,349.04,7.68,S12867
P8003,Electronics,IKEA,386.8,600.83,36.63,S17146
P393329,Home & Garden,IKEA,417.1,616.84,10.44,S5295
P175464,Sports,AmazonBasics,9.41,12.35,43.52,S16386
P822951,Electronics,Nike,172.33,314.0,12.92,S4081
P886324,Toys,AmazonBasics,187.09,344.97,13.08,S8405
P233266,Toys,Unknown,150.94,215.1,45.75,S16182
P744035,Books,Sony,23.65,32.67,17.75,S5833
P976932,Electronics,,369.65,462.29,38.33,S18899
P92893,Toys,IKEA,135.5,241.9,0.82,S2229
P460340,Books,Unknown,463.3,886.34,17.82,S16504
P790807,Electronics,Sony,160.74,305.32,44.94,S11452
P56896,Clothing,Adidas,175.93,333.9,20.28,S16796
P623562,Home & Garden,Sony,£61.75,111.72,5.45,S1536
P688705,Toys,Nike,348.37,593.63,14.49,S13303
P513727,Home & Garden,AmazonBasics,193.58,306.37,35.19,S75
P466324,Electronics,Sony,304.87,510.0,44.64,S2269
P985017,Home & Garden,Adidas,358.95,518.17,16.6,S16670
P946374,Clothing,Nike,216.44,324.48,4.75,S19396
P128134,Toys,Sony,81.18,115.22,35.22,S14746
P404524,Home & Garden,Unknown,259.38,481.71,21.52,S17356
P30232,Clothing,Adidas,242.45,400.89,43.04,S4749
P332038,Clothing,AmazonBasics,248.74,430.69,34.94,S18428
P242906,Books,Unknown,312.36,463.31,36.25,S5412
P3794,Sports,Sony,121.84,211.42,39.97,S9107
P947430,Clothing,AmazonBasics,213.59,319.88,22.47,S8875
P273997,Electronics,IKEA,70.87,95.37,6.49,S13266
P567775,Toys,Sony,119.04,235.88,8.08,S1667
P493161,Books,Samsung,362.44,551.64,42.77,S12266
P279513,Sports,IKEA,175.0,324.68,5.47,S3820
P482025,Clothing,Nike,252.08,323.27,46.74,S2413
P490459,Sports,NULL,49.38,75.0,46.98,S12044
P511240,Sports,AmazonBasics,433.6,727.7,41.33,S1967
P182836,Home & Garden,<b>Nike</b>,291.79,411.88,38.49,S9946
P921197,Clothing,Sony,324.99,497.96,29.94,S4705
P525277,Books,Sony,113.66,209.65,0.85,S1693
P866960,Clothing,Adidas,223.73,385.35,10.18,S4804
P726956,Books,Sony,167.03,303.8,1.28,S1134
P256065,Home & Garden,Unknown,405.08,674.33,8.42,S9989
P890312,Electronics,Unknown,160.83,307.84,31.26,S11739
P114683,Books,Samsung,382.19,601.21,29.14,S16145
P818797,Books,IKEA,367.94,488.56,27.82,S3667
P81288,Clothing,Samsung,261.16,365.41,11.96,S5814
P293417,Sports,Nike,397.27,549.41,24.34,S15418
P415775,Toys,Sony,55.22,68.65,33.08,S13778
P350334,Home & Garden,Nike,219.58,342.44,28.02,S7459
P578473,Home & Garden,IKEA,494.78,661.47,39.37,S13482
P844962,Electronics,Samsung,287.5,404.58,36.15,S18648
P230605,Books,,78.69,137.56,34.66,S13481
P697405,Toys,Unknown,137.45,222.08,36.87,S6145
P393170,Books,Adidas,37.59,45.6,0.33,S18691
P351009,Electronics,IKEA,194.0,386.74,47.86,S18563
P524264,Electronics,Nike,23.06,41.55,22.99,S1628
P197274,Clothing,Samsung,175.85,274.13,2.79,S4331
P420729,Electronics,AmazonBasics,128.49,226.36,3.96,S5311
P220617,Electronics,Sony,251.63,488.22,3.58,S535
P772450,Home & Garden,Sony,149.75,248.44,25.5,S17075
P22976,Clothing,IKEA,310.27,444.91,38.02,S3963
P958998,Clothing,N/A,105.32,165.38,7.6,S14161
P507583,Books,AmazonBasics,56.84,73.13,22.64,S15011
P391117,Clothing,Samsung,64.08,100.38,37.63,S19544
P988357,Home & Garden,Adidas,337.75,626.37,27.37,S14630
P191973,Electronics,NULL,147.32,214.67,40.19,S3035
P671595,Home & Garden,Nike,424.18,638.75,15.36,S333
P673159,Sports,IKEA,16.09,28.55,23.44,S8035
P944868,Home & Garden,Sony,417.68,815.89,33.01,S15515
P538821,Sports,AmazonBasics,423.83,764.62,45.92,S13921
P292738,Home & Garden,IKEA,257.34,338.15,Unknown,S1649
P616927,Toys,Samsung,177.69,247.84,16.99,S4238
P415795,Toys,AmazonBasics,180.49,285.42,27.88,S5357
P163380,Books,Adidas,484.73,910.19,28.69,S12230
P162494,Sports,NULL,32.49,48.79,48.46,S13087
P443096,Sports,N/A,434.64,568.09,0.54,S2930
P755138,Sports,Nike,318.03,433.33,19.64,S1326
P317730,Toys,IKEA,48.41,68.44,32.78,S15422
P529259,Books,Adidas,358.87,595.59,8.46,S16254
P944755,Toys,Unknown,189.74,365.39,42.14,S13156
P872779,Clothing,Adidas,83.49,145.97,37.11,S19574
P330506,Toys,Adidas,303.63,389.9,18.05,S4703
P358140,Home & Garden,Unknown,129.27,216.15,47.46,S12189
